scientific_name,park_name,observations,common_names,category,conservation_status
Potentilla norvegica,Great Smoky Mountains National Park,131,"Norwegian Cinquefoil, Norwegian Cinquefoil, Rough Cinquefoil",Vascular Plant,Not Protected
Potentilla norvegica,Yellowstone National Park,480,"Norwegian Cinquefoil, Norwegian Cinquefoil, Rough Cinquefoil",Vascular Plant,Not Protected
Potentilla norvegica,Yosemite National Park,148,"Norwegian Cinquefoil, Norwegian Cinquefoil, Rough Cinquefoil",Vascular Plant,Not Protected
Potentilla ovina var. ovina,Bryce National Park,104,Sheep Cinquefoil,Vascular Plant,Not Protected
Potentilla ovina var. ovina,Great Smoky Mountains National Park,56,Sheep Cinquefoil,Vascular Plant,Not Protected
Potentilla ovina var. ovina,Yellowstone National Park,247,Sheep Cinquefoil,Vascular Plant,Not Protected
Potentilla ovina var. ovina,Yosemite National Park,156,Sheep Cinquefoil,Vascular Plant,Not Protected
Potentilla pensylvanica,Bryce National Park,105,"Pennsylvania Cinquefoil, Prairie Cinquefoil",Vascular Plant,Not Protected
Potentilla pensylvanica,Great Smoky Mountains National Park,72,"Pennsylvania Cinquefoil, Prairie Cinquefoil",Vascular Plant,Not Protected
Potentilla pensylvanica,Yellowstone National Park,223,"Pennsylvania Cinquefoil, Prairie Cinquefoil",Vascular Plant,Not Protected
Potentilla pensylvanica,Yosemite National Park,162,"Pennsylvania Cinquefoil, Prairie Cinquefoil",Vascular Plant,Not Protected
Potentilla pseudosericea,Bryce National Park,72,Silky Cinquefoil,Vascular Plant,Not Protected
Potentilla pseudosericea,Great Smoky Mountains National Park,83,Silky Cinquefoil,Vascular Plant,Not Protected
Potentilla pseudosericea,Yellowstone National Park,253,Silky Cinquefoil,Vascular Plant,Not Protected
Potentilla pseudosericea,Yosemite National Park,188,Silky Cinquefoil,Vascular Plant,Not Protected
Potentilla recta,Bryce National Park,190,"Rough-Fruited Cinquefoil, Sulphur Cinquefoil, Erect Cinquefoil, Roughfruit Cinquefoil, Sulphur Cinquefoil",Vascular Plant,Not Protected
Potentilla recta,Great Smoky Mountains National Park,174,"Rough-Fruited Cinquefoil, Sulphur Cinquefoil, Erect Cinquefoil, Roughfruit Cinquefoil, Sulphur Cinquefoil",Vascular Plant,Not Protected
Potentilla recta,Yellowstone National Park,484,"Rough-Fruited Cinquefoil, Sulphur Cinquefoil, Erect Cinquefoil, Roughfruit Cinquefoil, Sulphur Cinquefoil",Vascular Plant,Not Protected
Potentilla recta,Yosemite National Park,319,"Rough-Fruited Cinquefoil, Sulphur Cinquefoil, Erect Cinquefoil, Roughfruit Cinquefoil, Sulphur Cinquefoil",Vascular Plant,Not Protected
Potentilla rubricaulis,Bryce National Park,98,Rocky Mountain Cinquefoil,Vascular Plant,Not Protected
Potentilla rubricaulis,Great Smoky Mountains National Park,67,Rocky Mountain Cinquefoil,Vascular Plant,Not Protected
Potentilla rubricaulis,Yellowstone National Park,253,Rocky Mountain Cinquefoil,Vascular Plant,Not Protected
Potentilla rubricaulis,Yosemite National Park,167,Rocky Mountain Cinquefoil,Vascular Plant,Not Protected
Potentilla simplex,Bryce National Park,98,"Common Cinquefoil, Old-Field Cinquefoil",Vascular Plant,Not Protected
Potentilla simplex,Great Smoky Mountains National Park,80,"Common Cinquefoil, Old-Field Cinquefoil",Vascular Plant,Not Protected
Potentilla simplex,Yellowstone National Park,260,"Common Cinquefoil, Old-Field Cinquefoil",Vascular Plant,Not Protected
Potentilla simplex,Yosemite National Park,143,"Common Cinquefoil, Old-Field Cinquefoil",Vascular Plant,Not Protected
Potentilla wheeleri,Bryce National Park,81,Kern Cinquefoil,Vascular Plant,Not Protected
Potentilla wheeleri,Great Smoky Mountains National Park,85,Kern Cinquefoil,Vascular Plant,Not Protected
Potentilla wheeleri,Yellowstone National Park,215,Kern Cinquefoil,Vascular Plant,Not Protected
Potentilla wheeleri,Yosemite National Park,117,Kern Cinquefoil,Vascular Plant,Not Protected
Prenanthes alba,Bryce National Park,105,"White Rattlesnakeroot, White Rattlesnake-Root",Vascular Plant,Not Protected
Prenanthes alba,Great Smoky Mountains National Park,90,"White Rattlesnakeroot, White Rattlesnake-Root",Vascular Plant,Not Protected
Prenanthes alba,Yellowstone National Park,238,"White Rattlesnakeroot, White Rattlesnake-Root",Vascular Plant,Not Protected
Prenanthes alba,Yosemite National Park,149,"White Rattlesnakeroot, White Rattlesnake-Root",Vascular Plant,Not Protected
Prenanthes altissima,Bryce National Park,77,"Tall Rattlesnakeroot, Tall Rattlesnake-Root",Vascular Plant,Not Protected
Prenanthes altissima,Great Smoky Mountains National Park,81,"Tall Rattlesnakeroot, Tall Rattlesnake-Root",Vascular Plant,Not Protected
Prenanthes altissima,Yellowstone National Park,265,"Tall Rattlesnakeroot, Tall Rattlesnake-Root",Vascular Plant,Not Protected
Prenanthes altissima,Yosemite National Park,129,"Tall Rattlesnakeroot, Tall Rattlesnake-Root",Vascular Plant,Not Protected
Prenanthes roanensis,Bryce National Park,118,"Roan Rattlesnakeroot, Roan's Rattlesnakeroot",Vascular Plant,Not Protected
Prenanthes roanensis,Great Smoky Mountains National Park,34,"Roan Rattlesnakeroot, Roan's Rattlesnakeroot",Vascular Plant,Not Protected
Prenanthes roanensis,Yellowstone National Park,275,"Roan Rattlesnakeroot, Roan's Rattlesnakeroot",Vascular Plant,Not Protected
Prenanthes roanensis,Yosemite National Park,169,"Roan Rattlesnakeroot, Roan's Rattlesnakeroot",Vascular Plant,Not Protected
Prenanthes serpentaria,Bryce National Park,108,"Lion's-Foot, Rattlesnakeroot",Vascular Plant,Not Protected
Prenanthes serpentaria,Great Smoky Mountains National Park,54,"Lion's-Foot, Rattlesnakeroot",Vascular Plant,Not Protected
Prenanthes serpentaria,Yellowstone National Park,221,"Lion's-Foot, Rattlesnakeroot",Vascular Plant,Not Protected
Prenanthes serpentaria,Yosemite National Park,131,"Lion's-Foot, Rattlesnakeroot",Vascular Plant,Not Protected
Prenanthes trifoliolata,Bryce National Park,143,"Lion's Foot, Three-Leaved Rattlesnake-Root",Vascular Plant,Not Protected
Prenanthes trifoliolata,Great Smoky Mountains National Park,71,"Lion's Foot, Three-Leaved Rattlesnake-Root",Vascular Plant,Not Protected
Prenanthes trifoliolata,Yellowstone National Park,262,"Lion's Foot, Three-Leaved Rattlesnake-Root",Vascular Plant,Not Protected
Prenanthes trifoliolata,Yosemite National Park,149,"Lion's Foot, Three-Leaved Rattlesnake-Root",Vascular Plant,Not Protected
Primula incana,Bryce National Park,82,"Hoary Primrose, Silvery Primrose",Vascular Plant,Not Protected
Primula incana,Great Smoky Mountains National Park,92,"Hoary Primrose, Silvery Primrose",Vascular Plant,Not Protected
Primula incana,Yellowstone National Park,240,"Hoary Primrose, Silvery Primrose",Vascular Plant,Not Protected
Primula incana,Yosemite National Park,136,"Hoary Primrose, Silvery Primrose",Vascular Plant,Not Protected
Primula suffrutescens,Bryce National Park,112,Sierra Primrose,Vascular Plant,Not Protected
Primula suffrutescens,Great Smoky Mountains National Park,87,Sierra Primrose,Vascular Plant,Not Protected
Primula suffrutescens,Yellowstone National Park,282,Sierra Primrose,Vascular Plant,Not Protected
Primula suffrutescens,Yosemite National Park,135,Sierra Primrose,Vascular Plant,Not Protected
Procyon lotor,Bryce National Park,247,"Raccoon, Common Raccoon, Raccoon, Common Raccoon, Northern Raccoon, Raccoon",Mammal,Not Protected
Procyon lotor,Great Smoky Mountains National Park,247,"Raccoon, Common Raccoon, Raccoon, Common Raccoon, Northern Raccoon, Raccoon",Mammal,Not Protected
Procyon lotor,Yellowstone National Park,745,"Raccoon, Common Raccoon, Raccoon, Common Raccoon, Northern Raccoon, Raccoon",Mammal,Not Protected
Procyon lotor,Yosemite National Park,453,"Raccoon, Common Raccoon, Raccoon, Common Raccoon, Northern Raccoon, Raccoon",Mammal,Not Protected
Progne subis,Bryce National Park,82,Purple Martin,Bird,Species of Concern
Progne subis,Great Smoky Mountains National Park,47,Purple Martin,Bird,Species of Concern
Progne subis,Yellowstone National Park,243,Purple Martin,Bird,Species of Concern
Progne subis,Yosemite National Park,110,Purple Martin,Bird,Species of Concern
Prosartes lanuginosum,Bryce National Park,114,Yellow Mandarin,Vascular Plant,Not Protected
Prosartes lanuginosum,Great Smoky Mountains National Park,48,Yellow Mandarin,Vascular Plant,Not Protected
Prosartes lanuginosum,Yellowstone National Park,244,Yellow Mandarin,Vascular Plant,Not Protected
Prosartes lanuginosum,Yosemite National Park,180,Yellow Mandarin,Vascular Plant,Not Protected
Prosartes maculatum,Bryce National Park,97,Spotted Mandarin,Vascular Plant,Not Protected
Prosartes maculatum,Great Smoky Mountains National Park,105,Spotted Mandarin,Vascular Plant,Not Protected
Prosartes maculatum,Yellowstone National Park,255,Spotted Mandarin,Vascular Plant,Not Protected
Prosartes maculatum,Yosemite National Park,143,Spotted Mandarin,Vascular Plant,Not Protected
Prosartes trachycarpa,Bryce National Park,96,Roughfruit Fairybells,Vascular Plant,Not Protected
Prosartes trachycarpa,Great Smoky Mountains National Park,51,Roughfruit Fairybells,Vascular Plant,Not Protected
Prosartes trachycarpa,Yellowstone National Park,245,Roughfruit Fairybells,Vascular Plant,Not Protected
Prosartes trachycarpa,Yosemite National Park,162,Roughfruit Fairybells,Vascular Plant,Not Protected
Prosopium williamsoni,Bryce National Park,105,Mountain Whitefish,Fish,Not Protected
Prosopium williamsoni,Great Smoky Mountains National Park,83,Mountain Whitefish,Fish,Not Protected
Prosopium williamsoni,Yellowstone National Park,282,Mountain Whitefish,Fish,Not Protected
Prosopium williamsoni,Yosemite National Park,185,Mountain Whitefish,Fish,Not Protected
Protonotaria citrea,Bryce National Park,109,Prothonotary Warbler,Bird,Not Protected
Protonotaria citrea,Great Smoky Mountains National Park,32,Prothonotary Warbler,Bird,Not Protected
Protonotaria citrea,Yellowstone National Park,230,Prothonotary Warbler,Bird,Not Protected
Protonotaria citrea,Yosemite National Park,108,Prothonotary Warbler,Bird,Not Protected
Prunella vulgaris,Bryce National Park,207,"Heal-All, Self-Heal, Common Selfheal, Heal All, Healall, Selfheal",Vascular Plant,Not Protected
Prunella vulgaris,Great Smoky Mountains National Park,75,"Heal-All, Self-Heal, Common Selfheal, Heal All, Healall, Selfheal",Vascular Plant,Not Protected
Prunella vulgaris,Yellowstone National Park,500,"Heal-All, Self-Heal, Common Selfheal, Heal All, Healall, Selfheal",Vascular Plant,Not Protected
Prunella vulgaris,Yosemite National Park,333,"Heal-All, Self-Heal, Common Selfheal, Heal All, Healall, Selfheal",Vascular Plant,Not Protected
Prunus,Bryce National Park,124,"Chokecherry, Plum",Vascular Plant,Not Protected
Prunus,Great Smoky Mountains National Park,83,"Chokecherry, Plum",Vascular Plant,Not Protected
Prunus,Yellowstone National Park,247,"Chokecherry, Plum",Vascular Plant,Not Protected
Prunus,Yosemite National Park,133,"Chokecherry, Plum",Vascular Plant,Not Protected
Prunus americana,Bryce National Park,75,"American Plum, Wild Plum",Vascular Plant,Not Protected
Prunus americana,Great Smoky Mountains National Park,95,"American Plum, Wild Plum",Vascular Plant,Not Protected
Prunus americana,Yellowstone National Park,282,"American Plum, Wild Plum",Vascular Plant,Not Protected
Prunus americana,Yosemite National Park,129,"American Plum, Wild Plum",Vascular Plant,Not Protected
Prunus angustifolia,Bryce National Park,89,Chickasaw Plum,Vascular Plant,Not Protected
Prunus angustifolia,Great Smoky Mountains National Park,59,Chickasaw Plum,Vascular Plant,Not Protected
Prunus angustifolia,Yellowstone National Park,241,Chickasaw Plum,Vascular Plant,Not Protected
Prunus angustifolia,Yosemite National Park,140,Chickasaw Plum,Vascular Plant,Not Protected
Prunus avium,Bryce National Park,97,Sweet Cherry,Vascular Plant,Not Protected
Prunus avium,Great Smoky Mountains National Park,98,Sweet Cherry,Vascular Plant,Not Protected
Prunus avium,Yellowstone National Park,276,Sweet Cherry,Vascular Plant,Not Protected
Prunus avium,Yosemite National Park,126,Sweet Cherry,Vascular Plant,Not Protected
Prunus cerasus,Bryce National Park,122,"Sour Cherry, Sour Red Cherry",Vascular Plant,Not Protected
Prunus cerasus,Great Smoky Mountains National Park,110,"Sour Cherry, Sour Red Cherry",Vascular Plant,Not Protected
Prunus cerasus,Yellowstone National Park,264,"Sour Cherry, Sour Red Cherry",Vascular Plant,Not Protected
Prunus cerasus,Yosemite National Park,141,"Sour Cherry, Sour Red Cherry",Vascular Plant,Not Protected
Prunus emarginata,Bryce National Park,113,"Bitter Cherry, Bittercherry",Vascular Plant,Not Protected
Prunus emarginata,Great Smoky Mountains National Park,82,"Bitter Cherry, Bittercherry",Vascular Plant,Not Protected
Prunus emarginata,Yellowstone National Park,285,"Bitter Cherry, Bittercherry",Vascular Plant,Not Protected
Prunus emarginata,Yosemite National Park,151,"Bitter Cherry, Bittercherry",Vascular Plant,Not Protected
Prunus hortulana,Bryce National Park,89,Hortulan Plum,Vascular Plant,Not Protected
Prunus hortulana,Great Smoky Mountains National Park,61,Hortulan Plum,Vascular Plant,Not Protected
Prunus hortulana,Yellowstone National Park,236,Hortulan Plum,Vascular Plant,Not Protected
Prunus hortulana,Yosemite National Park,147,Hortulan Plum,Vascular Plant,Not Protected
Prunus munsoniana,Bryce National Park,104,"Munson Plum, Wild-Goose Plum",Vascular Plant,Not Protected
Prunus munsoniana,Great Smoky Mountains National Park,89,"Munson Plum, Wild-Goose Plum",Vascular Plant,Not Protected
Prunus munsoniana,Yellowstone National Park,209,"Munson Plum, Wild-Goose Plum",Vascular Plant,Not Protected
Prunus munsoniana,Yosemite National Park,151,"Munson Plum, Wild-Goose Plum",Vascular Plant,Not Protected
Prunus pensylvanica,Bryce National Park,69,"Fire Cherry, Pin Cherry",Vascular Plant,Not Protected
Prunus pensylvanica,Great Smoky Mountains National Park,71,"Fire Cherry, Pin Cherry",Vascular Plant,Not Protected
Prunus pensylvanica,Yellowstone National Park,290,"Fire Cherry, Pin Cherry",Vascular Plant,Not Protected
Prunus pensylvanica,Yosemite National Park,140,"Fire Cherry, Pin Cherry",Vascular Plant,Not Protected
Prunus persica,Bryce National Park,116,Peach,Vascular Plant,Not Protected
Prunus persica,Great Smoky Mountains National Park,83,Peach,Vascular Plant,Not Protected
Prunus persica,Yellowstone National Park,283,Peach,Vascular Plant,Not Protected
Prunus persica,Yosemite National Park,127,Peach,Vascular Plant,Not Protected
Prunus serotina,Bryce National Park,101,"Black Cherry, Wild Black Cherry",Vascular Plant,Not Protected
Prunus serotina,Great Smoky Mountains National Park,112,"Black Cherry, Wild Black Cherry",Vascular Plant,Not Protected
Prunus serotina,Yellowstone National Park,255,"Black Cherry, Wild Black Cherry",Vascular Plant,Not Protected
Prunus serotina,Yosemite National Park,148,"Black Cherry, Wild Black Cherry",Vascular Plant,Not Protected
Prunus subcordata,Bryce National Park,91,Klamath Plum,Vascular Plant,Not Protected
Prunus subcordata,Great Smoky Mountains National Park,72,Klamath Plum,Vascular Plant,Not Protected
Prunus subcordata,Yellowstone National Park,217,Klamath Plum,Vascular Plant,Not Protected
Prunus subcordata,Yosemite National Park,138,Klamath Plum,Vascular Plant,Not Protected
Prunus triloba,Bryce National Park,94,Flowering Almond,Vascular Plant,Not Protected
Prunus triloba,Great Smoky Mountains National Park,85,Flowering Almond,Vascular Plant,Not Protected
Prunus triloba,Yellowstone National Park,287,Flowering Almond,Vascular Plant,Not Protected
Prunus triloba,Yosemite National Park,159,Flowering Almond,Vascular Plant,Not Protected
Prunus virginiana,Bryce National Park,120,"Choke Cherry, Chokecherry",Vascular Plant,Not Protected
Prunus virginiana,Great Smoky Mountains National Park,107,"Choke Cherry, Chokecherry",Vascular Plant,Not Protected
Prunus virginiana,Yellowstone National Park,246,"Choke Cherry, Chokecherry",Vascular Plant,Not Protected
Prunus virginiana,Yosemite National Park,138,"Choke Cherry, Chokecherry",Vascular Plant,Not Protected
Prunus virginiana var. demissa,Bryce National Park,82,Western Chokecherry,Vascular Plant,Not Protected
Prunus virginiana var. demissa,Great Smoky Mountains National Park,56,Western Chokecherry,Vascular Plant,Not Protected
Prunus virginiana var. demissa,Yellowstone National Park,252,Western Chokecherry,Vascular Plant,Not Protected
Prunus virginiana var. demissa,Yosemite National Park,171,Western Chokecherry,Vascular Plant,Not Protected
Prunus virginiana var. melanocarpa,Bryce National Park,86,"Black Chokecherry, Choke Cherry",Vascular Plant,Not Protected
Prunus virginiana var. melanocarpa,Great Smoky Mountains National Park,91,"Black Chokecherry, Choke Cherry",Vascular Plant,Not Protected
Prunus virginiana var. melanocarpa,Yellowstone National Park,269,"Black Chokecherry, Choke Cherry",Vascular Plant,Not Protected
Prunus virginiana var. melanocarpa,Yosemite National Park,129,"Black Chokecherry, Choke Cherry",Vascular Plant,Not Protected
Psaltriparus minimus,Bryce National Park,77,Bushtit,Bird,Not Protected
Psaltriparus minimus,Great Smoky Mountains National Park,97,Bushtit,Bird,Not Protected
Psaltriparus minimus,Yellowstone National Park,267,Bushtit,Bird,Not Protected
Psaltriparus minimus,Yosemite National Park,134,Bushtit,Bird,Not Protected
Pseudacris brachyphona,Bryce National Park,102,Mountain Chorus Frog,Amphibian,Not Protected
Pseudacris brachyphona,Great Smoky Mountains National Park,96,Mountain Chorus Frog,Amphibian,Not Protected
Pseudacris brachyphona,Yellowstone National Park,238,Mountain Chorus Frog,Amphibian,Not Protected
Pseudacris brachyphona,Yosemite National Park,140,Mountain Chorus Frog,Amphibian,Not Protected
Pseudacris crucifer crucifer,Bryce National Park,103,Northern Spring Peeper,Amphibian,Not Protected
Pseudacris crucifer crucifer,Great Smoky Mountains National Park,91,Northern Spring Peeper,Amphibian,Not Protected
Pseudacris crucifer crucifer,Yellowstone National Park,222,Northern Spring Peeper,Amphibian,Not Protected
Pseudacris crucifer crucifer,Yosemite National Park,109,Northern Spring Peeper,Amphibian,Not Protected
Pseudacris feriarum feriarum,Bryce National Park,71,Upland Chorus Frog,Amphibian,Not Protected
Pseudacris feriarum feriarum,Great Smoky Mountains National Park,82,Upland Chorus Frog,Amphibian,Not Protected
Pseudacris feriarum feriarum,Yellowstone National Park,241,Upland Chorus Frog,Amphibian,Not Protected
Pseudacris feriarum feriarum,Yosemite National Park,133,Upland Chorus Frog,Amphibian,Not Protected
Pseudacris maculata,Bryce National Park,109,Boreal Chorus Frog,Amphibian,Not Protected
Pseudacris maculata,Great Smoky Mountains National Park,63,Boreal Chorus Frog,Amphibian,Not Protected
Pseudacris maculata,Yellowstone National Park,253,Boreal Chorus Frog,Amphibian,Not Protected
Pseudacris maculata,Yosemite National Park,168,Boreal Chorus Frog,Amphibian,Not Protected
Pseudacris regilla,Bryce National Park,73,"Northern Pacific Treefrog, Pacific Chorus Frog, Pacific Treefrog",Amphibian,Not Protected
Pseudacris regilla,Great Smoky Mountains National Park,70,"Northern Pacific Treefrog, Pacific Chorus Frog, Pacific Treefrog",Amphibian,Not Protected
Pseudacris regilla,Yellowstone National Park,206,"Northern Pacific Treefrog, Pacific Chorus Frog, Pacific Treefrog",Amphibian,Not Protected
Pseudacris regilla,Yosemite National Park,124,"Northern Pacific Treefrog, Pacific Chorus Frog, Pacific Treefrog",Amphibian,Not Protected
Pseudacris triseriata,Bryce National Park,82,"Striped Chorus Frog, Western Chorus Frog",Amphibian,Not Protected
Pseudacris triseriata,Great Smoky Mountains National Park,77,"Striped Chorus Frog, Western Chorus Frog",Amphibian,Not Protected
Pseudacris triseriata,Yellowstone National Park,272,"Striped Chorus Frog, Western Chorus Frog",Amphibian,Not Protected
Pseudacris triseriata,Yosemite National Park,103,"Striped Chorus Frog, Western Chorus Frog",Amphibian,Not Protected
Pseudobahia heermannii,Bryce National Park,69,Foothill Sunburst,Vascular Plant,Not Protected
Pseudobahia heermannii,Great Smoky Mountains National Park,76,Foothill Sunburst,Vascular Plant,Not Protected
Pseudobahia heermannii,Yellowstone National Park,264,Foothill Sunburst,Vascular Plant,Not Protected
Pseudobahia heermannii,Yosemite National Park,160,Foothill Sunburst,Vascular Plant,Not Protected
Pseudognaphalium helleri ssp. helleri,Bryce National Park,86,Heller's Cudweed,Vascular Plant,Not Protected
Pseudognaphalium helleri ssp. helleri,Great Smoky Mountains National Park,39,Heller's Cudweed,Vascular Plant,Not Protected
Pseudognaphalium helleri ssp. helleri,Yellowstone National Park,240,Heller's Cudweed,Vascular Plant,Not Protected
Pseudognaphalium helleri ssp. helleri,Yosemite National Park,176,Heller's Cudweed,Vascular Plant,Not Protected
Pseudognaphalium macounii,Bryce National Park,76,Macoun's Cudweed,Vascular Plant,Not Protected
Pseudognaphalium macounii,Great Smoky Mountains National Park,86,Macoun's Cudweed,Vascular Plant,Not Protected
Pseudognaphalium macounii,Yellowstone National Park,224,Macoun's Cudweed,Vascular Plant,Not Protected
Pseudognaphalium macounii,Yosemite National Park,169,Macoun's Cudweed,Vascular Plant,Not Protected
Pseudognaphalium obtusifolium ssp. obtusifolium,Bryce National Park,117,Rabbittobacco,Vascular Plant,Not Protected
Pseudognaphalium obtusifolium ssp. obtusifolium,Great Smoky Mountains National Park,80,Rabbittobacco,Vascular Plant,Not Protected
Pseudognaphalium obtusifolium ssp. obtusifolium,Yellowstone National Park,263,Rabbittobacco,Vascular Plant,Not Protected
Pseudognaphalium obtusifolium ssp. obtusifolium,Yosemite National Park,154,Rabbittobacco,Vascular Plant,Not Protected
Pseudognaphalium stramineum,Bryce National Park,148,"Annual Cudweed, Cotton Cudweed, Cottonbatting Cudweed, Cottonbatting Plant",Vascular Plant,Not Protected
Pseudognaphalium stramineum,Great Smoky Mountains National Park,32,"Annual Cudweed, Cotton Cudweed, Cottonbatting Cudweed, Cottonbatting Plant",Vascular Plant,Not Protected
Pseudognaphalium stramineum,Yellowstone National Park,274,"Annual Cudweed, Cotton Cudweed, Cottonbatting Cudweed, Cottonbatting Plant",Vascular Plant,Not Protected
Pseudognaphalium stramineum,Yosemite National Park,157,"Annual Cudweed, Cotton Cudweed, Cottonbatting Cudweed, Cottonbatting Plant",Vascular Plant,Not Protected
Pseudoroegneria spicata,Bryce National Park,134,"Bluebunch Wheatgrass, Bluebunch-Wheat Grass",Vascular Plant,Not Protected
Pseudoroegneria spicata,Great Smoky Mountains National Park,79,"Bluebunch Wheatgrass, Bluebunch-Wheat Grass",Vascular Plant,Not Protected
Pseudoroegneria spicata,Yellowstone National Park,257,"Bluebunch Wheatgrass, Bluebunch-Wheat Grass",Vascular Plant,Not Protected
Pseudoroegneria spicata,Yosemite National Park,156,"Bluebunch Wheatgrass, Bluebunch-Wheat Grass",Vascular Plant,Not Protected
Pseudostellaria jamesiana,Bryce National Park,99,"Sticky Starwort, Sticky-Starwort, Tuber Starwort",Vascular Plant,Not Protected
Pseudostellaria jamesiana,Great Smoky Mountains National Park,44,"Sticky Starwort, Sticky-Starwort, Tuber Starwort",Vascular Plant,Not Protected
Pseudostellaria jamesiana,Yellowstone National Park,248,"Sticky Starwort, Sticky-Starwort, Tuber Starwort",Vascular Plant,Not Protected
Pseudostellaria jamesiana,Yosemite National Park,125,"Sticky Starwort, Sticky-Starwort, Tuber Starwort",Vascular Plant,Not Protected
Pseudostellaria sierrae,Bryce National Park,84,Sierra Starwort,Vascular Plant,Not Protected
Pseudostellaria sierrae,Great Smoky Mountains National Park,47,Sierra Starwort,Vascular Plant,Not Protected
Pseudostellaria sierrae,Yellowstone National Park,246,Sierra Starwort,Vascular Plant,Not Protected
Pseudostellaria sierrae,Yosemite National Park,151,Sierra Starwort,Vascular Plant,Not Protected
Pseudotaxiphyllum distichaceum,Bryce National Park,96,Pseudotaxiphyllum Moss,Nonvascular Plant,Not Protected
Pseudotaxiphyllum distichaceum,Great Smoky Mountains National Park,50,Pseudotaxiphyllum Moss,Nonvascular Plant,Not Protected
Pseudotaxiphyllum distichaceum,Yellowstone National Park,268,Pseudotaxiphyllum Moss,Nonvascular Plant,Not Protected
Pseudotaxiphyllum distichaceum,Yosemite National Park,129,Pseudotaxiphyllum Moss,Nonvascular Plant,Not Protected
Pseudotaxiphyllum elegans,Bryce National Park,89,Elegant Pseudotaxiphyllum Moss,Nonvascular Plant,Not Protected
Pseudotaxiphyllum elegans,Great Smoky Mountains National Park,48,Elegant Pseudotaxiphyllum Moss,Nonvascular Plant,Not Protected
Pseudotaxiphyllum elegans,Yellowstone National Park,248,Elegant Pseudotaxiphyllum Moss,Nonvascular Plant,Not Protected
Pseudotaxiphyllum elegans,Yosemite National Park,165,Elegant Pseudotaxiphyllum Moss,Nonvascular Plant,Not Protected
Pseudotriton,Bryce National Park,108,"Mud Salamanders, Red Salamanders, Red Salamanders &Amp; Mud Salamanders",Amphibian,Not Protected
Pseudotriton,Great Smoky Mountains National Park,105,"Mud Salamanders, Red Salamanders, Red Salamanders &Amp; Mud Salamanders",Amphibian,Not Protected
Pseudotriton,Yellowstone National Park,249,"Mud Salamanders, Red Salamanders, Red Salamanders &Amp; Mud Salamanders",Amphibian,Not Protected
Pseudotriton,Yosemite National Park,142,"Mud Salamanders, Red Salamanders, Red Salamanders &Amp; Mud Salamanders",Amphibian,Not Protected
Pseudotriton montanus,Bryce National Park,112,Mud Salamander,Amphibian,Not Protected
Pseudotriton montanus,Great Smoky Mountains National Park,103,Mud Salamander,Amphibian,Not Protected
Pseudotriton montanus,Yellowstone National Park,241,Mud Salamander,Amphibian,Not Protected
Pseudotriton montanus,Yosemite National Park,187,Mud Salamander,Amphibian,Not Protected
Pseudotriton montanus diastictus,Bryce National Park,98,Midland Mud Salamander,Amphibian,Not Protected
Pseudotriton montanus diastictus,Great Smoky Mountains National Park,112,Midland Mud Salamander,Amphibian,Not Protected
Pseudotriton montanus diastictus,Yellowstone National Park,268,Midland Mud Salamander,Amphibian,Not Protected
Pseudotriton montanus diastictus,Yosemite National Park,142,Midland Mud Salamander,Amphibian,Not Protected
Pseudotriton montanus montanus,Bryce National Park,127,Eastern Mud Salamander,Amphibian,Not Protected
Pseudotriton montanus montanus,Great Smoky Mountains National Park,93,Eastern Mud Salamander,Amphibian,Not Protected
Pseudotriton montanus montanus,Yellowstone National Park,267,Eastern Mud Salamander,Amphibian,Not Protected
Pseudotriton montanus montanus,Yosemite National Park,169,Eastern Mud Salamander,Amphibian,Not Protected
Pseudotriton ruber nitidus,Bryce National Park,82,Blue Ridge Red Salamander,Amphibian,Not Protected
Pseudotriton ruber nitidus,Great Smoky Mountains National Park,59,Blue Ridge Red Salamander,Amphibian,Not Protected
Pseudotriton ruber nitidus,Yellowstone National Park,250,Blue Ridge Red Salamander,Amphibian,Not Protected
Pseudotriton ruber nitidus,Yosemite National Park,111,Blue Ridge Red Salamander,Amphibian,Not Protected
Pseudotriton ruber ruber,Bryce National Park,77,Northern Red Salamander,Amphibian,Not Protected
Pseudotriton ruber ruber,Great Smoky Mountains National Park,43,Northern Red Salamander,Amphibian,Not Protected
Pseudotriton ruber ruber,Yellowstone National Park,243,Northern Red Salamander,Amphibian,Not Protected
Pseudotriton ruber ruber,Yosemite National Park,183,Northern Red Salamander,Amphibian,Not Protected
Pseudotriton ruber schencki,Bryce National Park,93,Blackchin Red Salamander,Amphibian,Not Protected
Pseudotriton ruber schencki,Great Smoky Mountains National Park,89,Blackchin Red Salamander,Amphibian,Not Protected
Pseudotriton ruber schencki,Yellowstone National Park,282,Blackchin Red Salamander,Amphibian,Not Protected
Pseudotriton ruber schencki,Yosemite National Park,134,Blackchin Red Salamander,Amphibian,Not Protected
Pseudotsuga menziesii var. glauca,Bryce National Park,81,"Blue Douglas-Fir, Colorado Douglas-Fir, Douglas-Fir, Inland Douglas-Fir, Rocky Mountain Douglas-Fir",Vascular Plant,Not Protected
Pseudotsuga menziesii var. glauca,Great Smoky Mountains National Park,78,"Blue Douglas-Fir, Colorado Douglas-Fir, Douglas-Fir, Inland Douglas-Fir, Rocky Mountain Douglas-Fir",Vascular Plant,Not Protected
